,feature,VIF
0,last_evaluation,18.815598273795118
1,average_montly_hours,18.09151403428237
2,number_project,13.411024408651977
3,satisfaction_level,6.689082033787422
4,time_spend_company,6.150694830820093
5,Work_accident,1.184355746988907
6,promotion_last_5years,1.030955459659781
